date,srcip,dstip,srcport,dstport,ts,td,pkt,byt
2016-04-06 17:16:35,2966354168,719036341,161,51109,1459962995872000.0,301.128,361,26708
2016-04-06 17:16:35,719036341,2966354168,51109,161,1459962995872000.0,301.128,361,26708
2016-04-06 17:16:35,719036341,1106726266,50841,443,1459962995936000.0,300.064,12,1182
2016-04-06 17:16:35,2768913444,719036342,57283,1723,1459962995972000.0,285.028,15,600
2016-04-06 17:16:35,719036342,2768913444,1723,57283,1459962995972000.0,285.028,15,780
2016-04-06 17:16:35,3383531721,719035635,42693,22011,1459962995980000.0,302.02,32,1792
2016-04-06 17:16:35,3572524080,719035635,45466,22011,1459962995984000.0,302.016,32,1792
2016-04-06 17:16:36,3626590834,719035635,46394,22011,1459962996052000.0,301.948,32,1792
2016-04-06 17:16:36,3383572175,719035635,55957,22001,1459962996076000.0,301.9240000000001,32,1792
2016-04-06 17:16:36,3681201828,719035635,39079,22011,1459962996312000.0,302.688,32,1792
2016-04-06 17:16:36,1137623134,719035635,43279,22011,1459962996432000.0,302.568,32,1792
2016-04-06 17:16:36,719034713,958989754,55277,21,1459962996564000.0,300.436,12,516
2016-04-06 17:16:36,719034713,958989754,55278,21,1459962996568000.0,300.432,28,1244
2016-04-06 17:16:36,2653057583,719035635,37242,22001,1459962996580000.0,301.42,32,1792
2016-04-06 17:16:36,719034713,633356866,49612,40026,1459962996608000.0,300.392,39,7208
2016-04-06 17:16:36,719036341,958989754,60821,22,1459962996692000.0,301.308,11,584
2016-04-06 17:16:36,3564110548,719035635,59960,22001,1459962996740000.0,301.26,32,1792
2016-04-06 17:16:36,1247675873,719034665,57858,443,1459962996784000.0,304.216,11,440
2016-04-06 17:16:36,719034665,1247675873,443,57858,1459962996792000.0,304.208,11,4334
2016-04-06 17:16:36,630232857,719036106,49211,443,1459962996796000.0,304.204,11,440
2016-04-06 17:16:36,719036106,630232857,443,51651,1459962996808000.0,304.192,11,4334
2016-04-06 17:16:36,719036106,630232857,443,49211,1459962996812000.0,304.188,11,4334
2016-04-06 17:16:36,637339545,719034665,57410,1723,1459962996828000.0,300.172,12,720
2016-04-06 17:16:36,719034683,2246140953,443,51645,1459962996840000.0,260.16,61,15987
2016-04-06 17:16:36,719034665,637339545,1723,57410,1459962996852000.0,300.148,6,432
2016-04-06 17:16:36,630232857,719036106,51651,443,1459962996868000.0,304.132,11,440
2016-04-06 17:16:36,3736129833,719035635,34234,22001,1459962996900000.0,301.1,32,1792
2016-04-06 17:16:36,2842497832,719035635,33579,22001,1459962996904000.0,301.096,32,1792
2016-04-06 17:16:36,3510592743,719035635,47159,22001,1459962996912000.0,301.088,32,1792
2016-04-06 17:16:36,2246140953,719034683,51645,443,1459962996968000.0,260.032,32,9867
2016-04-06 17:16:36,1059904110,719035635,52414,22001,1459962996980000.0,301.02,32,1792
2016-04-06 17:16:37,3496940448,719036341,0,0,1459962997000000.0,300.0,11,352
2016-04-06 17:16:37,621265703,719036341,0,0,1459962997000000.0,300.0,11,352
2016-04-06 17:16:37,719036341,3496940448,0,2048,1459962997000000.0,300.0,11,352
2016-04-06 17:16:37,719036341,621265703,0,2048,1459962997000000.0,300.0,11,352
2016-04-06 17:16:37,3117530817,719036250,443,55428,1459962997216000.0,300.784,9,468
2016-04-06 17:16:37,3382866443,719035635,32852,22011,1459962997440000.0,302.56,32,1792
2016-04-06 17:16:37,3626732371,719035661,3231,49153,1459962997584000.0,296.416,83,4544
2016-04-06 17:16:37,3606171246,719035249,46305,449,1459962997664000.0,300.336,170,27972
2016-04-06 17:16:37,3177424724,719035631,443,41325,1459962997700000.0,301.3,11,572
2016-04-06 17:16:37,3627788584,719035635,36331,40003,1459962997764000.0,301.236,32,1792
2016-04-06 17:16:37,1009621082,719036245,443,26949,1459962997824000.0,301.176,17,1070
2016-04-06 17:16:37,2842518977,719035635,41953,22001,1459962997828000.0,301.172,32,1792
2016-04-06 17:16:37,2961271300,719034715,39471,5068,1459962997852000.0,300.148,12,3954
2016-04-06 17:16:37,2236963576,719035635,47016,22001,1459962997876000.0,301.124,32,1792
2016-04-06 17:16:37,719034715,2961271300,5068,39471,1459962997876000.0,300.124,6,2842
2016-04-06 17:16:37,3572507097,719035635,45549,22001,1459962997940000.0,301.06,32,1792
2016-04-06 17:16:37,2236963576,719035635,50775,22011,1459962997964000.0,302.036,32,1792
2016-04-06 17:16:37,2236963576,719035635,36275,22011,1459962997968000.0,302.032,32,1792
2016-04-06 17:16:37,3626827897,719035635,42251,22001,1459962997988000.0,285.012,30,1680
2016-04-06 17:16:37,2777010863,719035154,0,2048,1459962997996000.0,301.004,22,704
2016-04-06 17:16:38,3652216552,719036242,44914,8000,1459962998004000.0,299.996,6,504
2016-04-06 17:16:38,3652216552,719036242,44913,8000,1459962998004000.0,299.996,6,504
2016-04-06 17:16:38,3652216552,719036242,44912,8000,1459962998004000.0,299.996,6,504
2016-04-06 17:16:38,3652216552,719036242,44922,8000,1459962998004000.0,299.996,6,504
2016-04-06 17:16:38,2777010863,719035167,0,2048,1459962998008000.0,300.992,22,704
2016-04-06 17:16:38,3391674171,719035062,53290,143,1459962998008000.0,303.992,81,6367
2016-04-06 17:16:38,3652216552,719036242,44909,8000,1459962998008000.0,299.992,6,504
2016-04-06 17:16:38,3652216552,719036242,44908,8000,1459962998008000.0,299.992,6,504
2016-04-06 17:16:38,3383641220,719036341,0,0,1459962998008000.0,299.992,11,352
2016-04-06 17:16:38,2777010863,719035155,0,2048,1459962998008000.0,299.992,11,352
2016-04-06 17:16:38,719036341,3383641220,0,2048,1459962998008000.0,299.992,11,352
2016-04-06 17:16:38,2777010863,719035158,0,2048,1459962998012000.0,299.988,11,352
2016-04-06 17:16:38,3652216552,719036242,44907,8000,1459962998016000.0,299.9840000000001,6,504
2016-04-06 17:16:38,719036341,3506382666,0,2048,1459962998016000.0,300.9840000000001,22,704
2016-04-06 17:16:38,3496494310,719036341,0,0,1459962998016000.0,299.9840000000001,11,352
2016-04-06 17:16:38,719036341,3496494310,0,2048,1459962998016000.0,299.9840000000001,11,352
2016-04-06 17:16:38,1160756348,719035635,39070,40003,1459962998048000.0,301.952,32,1792
2016-04-06 17:16:38,3652216552,719036242,44919,8000,1459962998064000.0,299.936,6,504
2016-04-06 17:16:38,719036116,1245367025,64105,63300,1459962998068000.0,299.932,142,19932
2016-04-06 17:16:38,3652216552,719036242,44915,8000,1459962998068000.0,299.932,6,504
2016-04-06 17:16:38,1137626096,719035635,33905,22001,1459962998068000.0,301.932,32,1792
2016-04-06 17:16:38,719036341,1061206048,49210,4070,1459962998076000.0,299.9240000000001,11,647
2016-04-06 17:16:38,1137626096,719035635,60171,22001,1459962998084000.0,301.916,32,1792
2016-04-06 17:16:38,1061206048,719036341,4070,49210,1459962998168000.0,299.832,7,538
2016-04-06 17:16:38,719035062,3391674171,143,53290,1459962998180000.0,303.82,110,100539
2016-04-06 17:16:38,3575761617,719035635,40003,22011,1459962998316000.0,302.684,32,1792
2016-04-06 17:16:38,618812349,719035635,55542,22001,1459962998368000.0,301.632,32,1792
2016-04-06 17:16:38,3543534537,719035635,40681,22011,1459962998396000.0,302.6040000000001,32,1792
2016-04-06 17:16:38,2958053950,719035635,44067,22011,1459962998436000.0,302.564,32,1792
2016-04-06 17:16:38,719035631,1162771884,80,27283,1459962998596000.0,291.404,30,1560
2016-04-06 17:16:38,3561938577,719035635,42886,22001,1459962998720000.0,302.28,33,1852
2016-04-06 17:16:38,3626827897,719035635,48382,22001,1459962998744000.0,285.256,30,1680
2016-04-06 17:16:38,2236963474,719035635,44383,22011,1459962998748000.0,302.252,32,1792
2016-04-06 17:16:38,719036341,2037029777,54059,443,1459962998788000.0,300.212,18,11838
2016-04-06 17:16:38,1050840638,719034823,56973,1723,1459962998788000.0,300.212,12,720
2016-04-06 17:16:38,2236963474,719035635,32774,22011,1459962998808000.0,302.192,32,1792
2016-04-06 17:16:38,3627784520,719035635,46109,40003,1459962998812000.0,301.188,32,1792
2016-04-06 17:16:38,719034823,1050840638,1723,56973,1459962998820000.0,300.18,6,432
2016-04-06 17:16:38,2842648661,719035635,44543,22001,1459962998840000.0,301.16,32,1792
2016-04-06 17:16:38,719034713,1061206139,62842,4070,1459962998844000.0,300.156,9,393
2016-04-06 17:16:38,3515300958,719035635,60734,22002,1459962998848000.0,300.152,26,1070
2016-04-06 17:16:38,1335903327,719035635,55408,40003,1459962998864000.0,301.136,32,1792
2016-04-06 17:16:38,3383134332,719035635,43207,22001,1459962998872000.0,285.128,30,1680
2016-04-06 17:16:38,2821316043,719035635,34439,40003,1459962998900000.0,302.1,32,1792
2016-04-06 17:16:38,3564567202,719035635,45242,22001,1459962998948000.0,301.052,32,1792
2016-04-06 17:16:38,3509606405,719036341,0,0,1459962998996000.0,300.004,11,352
2016-04-06 17:16:38,2777010863,719035218,0,2048,1459962998996000.0,300.004,11,352
2016-04-06 17:16:39,719036341,3509606405,0,2048,1459962999000000.0,300.0,11,352
2016-04-06 17:16:39,3746996569,719035635,35536,22001,1459962999000000.0,302.0,32,1792
2016-04-06 17:16:39,719036341,3383165339,0,2048,1459962999000000.0,300.0,11,352
2016-04-06 17:16:39,3383165339,719036341,0,0,1459962999000000.0,300.0,11,352
2016-04-06 17:16:39,2777010863,719035156,0,2048,1459962999008000.0,299.992,11,352
2016-04-06 17:16:39,2777010863,719035153,0,2048,1459962999012000.0,300.988,22,704
2016-04-06 17:16:39,719036252,1050850509,55989,80,1459962999056000.0,311.944,4228,220144
2016-04-06 17:16:39,3626289598,719035635,46797,40003,1459962999060000.0,301.94,32,1792
2016-04-06 17:16:39,1061206139,719034713,4070,62842,1459962999124000.0,299.876,6,306
2016-04-06 17:16:39,1340892490,719035635,33796,22001,1459962999144000.0,301.856,32,1792
2016-04-06 17:16:39,1137623134,719035635,45568,22001,1459962999176000.0,301.824,32,1792
2016-04-06 17:16:39,3593447951,719035635,43151,22011,1459962999220000.0,302.78,32,1792
2016-04-06 17:16:39,3593447951,719035635,41799,22011,1459962999232000.0,302.768,32,1792
2016-04-06 17:16:39,3543534537,719035635,46641,22011,1459962999408000.0,302.592,32,1792
2016-04-06 17:16:39,3383361396,719035635,37175,22011,1459962999444000.0,302.556,32,1792
2016-04-06 17:16:39,3493870167,719036357,161,58498,1459962999664000.0,300.336,1232,96312
2016-04-06 17:16:39,719034999,3177424723,33230,443,1459962999712000.0,300.288,25,19552
2016-04-06 17:16:39,2236963474,719035635,36307,22001,1459962999716000.0,301.284,32,1792
2016-04-06 17:16:39,1718638843,719035635,41755,22001,1459962999764000.0,301.236,32,1792
2016-04-06 17:16:39,3564129267,719035635,41584,22001,1459962999812000.0,301.188,32,1792
2016-04-06 17:16:39,3564553392,719035635,57482,22011,1459962999856000.0,302.144,32,1792
2016-04-06 17:16:39,3383628244,719034741,53625,35617,1459962999892000.0,300.108,62,7564
2016-04-06 17:16:39,3748704652,719035635,39200,22001,1459962999900000.0,301.1,32,1792
2016-04-06 17:16:39,3572524282,719035635,49444,22001,1459962999908000.0,301.092,32,1792
2016-04-06 17:16:39,3564110645,719035635,46897,22001,1459962999932000.0,301.068,32,1792
2016-04-06 17:16:39,719034741,3383628244,35617,53625,1459962999940000.0,300.06,45,5290
2016-04-06 17:16:39,2659247591,719035635,28555,22011,1459962999976000.0,286.024,33,1864
2016-04-06 17:16:40,3542367597,719035635,47853,22001,1459963000008000.0,301.992,32,1792
2016-04-06 17:16:40,719034999,3177424725,35863,443,1459963000016000.0,299.9840000000001,34,31036
2016-04-06 17:16:40,3177424725,719034999,443,35863,1459963000016000.0,299.9840000000001,26,1679
2016-04-06 17:16:40,3383134332,719035635,53875,22011,1459963000028000.0,285.972,30,1680
2016-04-06 17:16:40,3627784520,719035635,51534,40003,1459963000120000.0,300.88,32,1792
2016-04-06 17:16:40,3626732371,719035659,64104,443,1459963000204000.0,299.796,8,320
2016-04-06 17:16:40,3542421158,719035635,36274,22011,1459963000404000.0,302.596,32,1792
2016-04-06 17:16:40,3564536693,719035635,37393,40003,1459963000564000.0,301.436,32,1792
2016-04-06 17:16:40,1160449115,719035635,59812,22011,1459963000612000.0,302.388,32,1792
2016-04-06 17:16:40,719034631,1023473346,53,53,1459963000644000.0,303.356,57,4659
2016-04-06 17:16:40,719034665,3680806824,443,50933,1459963000648000.0,243.352,15,4374
2016-04-06 17:16:40,3564322796,719035635,49615,22011,1459963000660000.0,302.34,32,1792
2016-04-06 17:16:40,719034665,3579785533,443,52237,1459963000660000.0,304.34,453,159700
2016-04-06 17:16:40,1158494299,719035635,51762,22011,1459963000712000.0,303.288,32,1792
2016-04-06 17:16:40,3177424723,719034999,443,33230,1459963000712000.0,300.288,21,1532
2016-04-06 17:16:40,1730456184,719036084,0,778,1459963000724000.0,300.276,6,528
2016-04-06 17:16:40,2236949599,719035635,42463,22001,1459963000732000.0,301.268,32,1792
2016-04-06 17:16:40,1061206084,719036254,443,55173,1459963000860000.0,301.14,102,118375
2016-04-06 17:16:40,3379690934,719035635,52208,22001,1459963000860000.0,301.14,32,1792
2016-04-06 17:16:40,3680806824,719034665,50933,443,1459963000872000.0,266.128,16,836
2016-04-06 17:16:40,624992581,719035677,59119,443,1459963000872000.0,300.128,6,312
2016-04-06 17:16:40,719036342,719036381,0,0,1459963000888000.0,300.112,55,3300
2016-04-06 17:16:40,3542552955,719035635,46018,22011,1459963000888000.0,302.112,32,1792
2016-04-06 17:16:40,1059904110,719035635,33296,22011,1459963000904000.0,302.096,32,1792
2016-04-06 17:16:40,3634326504,719035635,53187,22011,1459963000916000.0,302.084,32,1792
2016-04-06 17:16:40,2842648661,719035635,47211,22011,1459963000920000.0,302.08,32,1792
2016-04-06 17:16:40,1712432808,719035635,47967,22011,1459963000932000.0,302.068,32,1792
2016-04-06 17:16:40,2958053950,719035635,38091,22001,1459963000972000.0,302.028,32,1792
2016-04-06 17:16:40,3510592786,719035635,44617,22001,1459963000992000.0,302.008,32,1792
2016-04-06 17:16:41,3627900764,719035870,0,0,1459963001012000.0,299.988,21,588
2016-04-06 17:16:41,3626827897,719035635,50962,22011,1459963001028000.0,285.972,31,1744
2016-04-06 17:16:41,719036116,1084428148,64105,62596,1459963001092000.0,298.908,146,20308
2016-04-06 17:16:41,2653058241,719035635,58180,22001,1459963001120000.0,301.88,34,1912
2016-04-06 17:16:41,3510592786,719035635,42068,22001,1459963001132000.0,301.868,32,1792
2016-04-06 17:16:41,3510193651,719035635,57808,22011,1459963001152000.0,302.848,32,1792
2016-04-06 17:16:41,1137623326,719035635,56882,22011,1459963001192000.0,302.808,32,1792
2016-04-06 17:16:41,3117538695,719034713,443,43037,1459963001200000.0,300.8,9,468
2016-04-06 17:16:41,719034713,3117538695,43037,443,1459963001208000.0,300.7920000000001,9,468
2016-04-06 17:16:41,3626827897,719035635,41206,22011,1459963001248000.0,285.752,30,1680
2016-04-06 17:16:41,714304114,719035635,34206,22011,1459963001280000.0,302.72,32,1792
2016-04-06 17:16:41,3681201828,719035635,46380,22011,1459963001364000.0,302.636,32,1792
2016-04-06 17:16:41,3391863279,719035635,37996,22001,1459963001472000.0,304.528,34,1916
2016-04-06 17:16:41,3564565950,719035635,28337,22011,1459963001548000.0,302.452,32,1792
2016-04-06 17:16:41,618839282,719035635,38398,40003,1459963001764000.0,301.236,32,1792
2016-04-06 17:16:41,2236949599,719035635,41001,22001,1459963001812000.0,301.188,32,1792
2016-04-06 17:16:41,3626590834,719035635,51968,22001,1459963001820000.0,301.18,32,1792
2016-04-06 17:16:41,3543532992,719035635,39061,22001,1459963001908000.0,301.092,32,1792
2016-04-06 17:16:41,2659247453,719035635,39607,22001,1459963001924000.0,285.076,30,1680
2016-04-06 17:16:41,1712432808,719035635,40697,22011,1459963001972000.0,302.028,32,1792
2016-04-06 17:16:41,637342525,719036341,0,0,1459963001992000.0,300.008,11,352
2016-04-06 17:16:41,719036341,3496862548,0,2048,1459963001996000.0,300.004,11,352
2016-04-06 17:16:41,719036341,637342525,0,2048,1459963001996000.0,300.004,11,352
2016-04-06 17:16:41,3496862548,719036341,0,0,1459963001996000.0,300.004,11,352
2016-04-06 17:16:42,719034862,613807286,443,64960,1459963002004000.0,299.996,7,715
2016-04-06 17:16:42,1159427324,719035635,28526,22011,1459963002012000.0,301.988,32,1792
2016-04-06 17:16:42,2206886731,719035656,49175,443,1459963002024000.0,299.976,901,88698
2016-04-06 17:16:42,3746913901,719035635,33862,40003,1459963002156000.0,301.844,32,1792
2016-04-06 17:16:42,719036116,3748815469,64105,62408,1459963002328000.0,299.672,132,18952
2016-04-06 17:16:42,1160756348,719035635,59714,40003,1459963002352000.0,301.648,32,1792
2016-04-06 17:16:42,3561790696,719035635,37699,22011,1459963002372000.0,302.628,32,1792
2016-04-06 17:16:42,3383718510,719035635,37728,22011,1459963002384000.0,302.616,32,1792
2016-04-06 17:16:42,613807286,719034862,64960,443,1459963002408000.0,299.592,7,280
2016-04-06 17:16:42,1158321924,719036342,443,63681,1459963002448000.0,300.552,32,1776
2016-04-06 17:16:42,3652216552,719036242,44906,8000,1459963002468000.0,300.532,31,2604
2016-04-06 17:16:42,719036342,1158321924,63681,443,1459963002532000.0,300.468,16,1200
2016-04-06 17:16:42,719036249,2821252929,64522,161,1459963002636000.0,310.3640000000001,1280,108653
2016-04-06 17:16:42,719034665,1113439164,443,49316,1459963002640000.0,303.36,550,172357
2016-04-06 17:16:42,1113439164,719034665,49316,443,1459963002652000.0,303.348,482,44221
2016-04-06 17:16:42,3390703813,719035635,47280,22001,1459963002688000.0,301.312,32,1792
2016-04-06 17:16:42,1335901279,719035635,42052,22001,1459963002732000.0,301.268,32,1792
2016-04-06 17:16:42,3509606405,719035195,36119,1723,1459963002772000.0,300.228,12,720
2016-04-06 17:16:42,3544136942,719035672,56125,51215,1459963002860000.0,298.14,46,5356
2016-04-06 17:16:42,3543534537,719035635,54215,22001,1459963002868000.0,302.132,32,1792
2016-04-06 17:16:42,3493954493,719034793,38895,1723,1459963002872000.0,300.128,12,720
2016-04-06 17:16:42,613756468,719036116,1028,64105,1459963002872000.0,297.128,53,6026
2016-04-06 17:16:42,624992581,719035677,58283,443,1459963002872000.0,300.128,6,312
2016-04-06 17:16:42,714304114,719035635,36326,22001,1459963002880000.0,302.12,32,1792
2016-04-06 17:16:42,1040959217,719035195,36086,1723,1459963002888000.0,300.112,12,720
2016-04-06 17:16:42,719034713,3222673549,49901,5222,1459963002896000.0,300.1040000000001,12,1063
2016-04-06 17:16:42,3222673549,719034713,5222,49901,1459963002900000.0,300.1,12,533
2016-04-06 17:16:42,719034793,3493954493,1723,38895,1459963002900000.0,300.1,6,432
2016-04-06 17:16:42,3681179342,719035635,59056,22001,1459963002904000.0,303.096,32,1792
2016-04-06 17:16:42,3742229193,719035635,58855,22001,1459963002968000.0,302.032,32,1792
2016-04-06 17:16:42,3626271016,719034741,1024,65401,1459963002984000.0,300.016,58,7956
2016-04-06 17:16:42,3572524282,719035635,50987,22011,1459963002988000.0,302.012,32,1792
2016-04-06 17:16:42,624993442,719035635,39731,22001,1459963002992000.0,302.008,32,1792
2016-04-06 17:16:42,719036116,3495600751,64105,54649,1459963002992000.0,300.008,138,19540
2016-04-06 17:16:43,719036341,621217709,0,2048,1459963003000000.0,300.0,11,352
